PT;AU;TI;DE;AB;TC;PY;PG
S;"Haag, S; Simon, C";SIMULATION OF HORIZONTAL AND VERTICAL INTEGRATION IN DIGITAL TWINS;"Horizontal and Vertical Integration; IoT; Cyber-physical System; Digital Twin; Simulation; Petri nets";Horizontal integration describes the linkage of processes to simplify the flow of materials and information between different corporations. Vertical integration describes the connection or merging of processes between top and shop floors inside the very same organization to enable comprehensive possibilities for optimization, allowing virtually as side effect for the customized production of batch size one orders. Both fields offer interesting issues, for example how to gain insight into what kind of effects a possible transformation could have prior to conducting said transformation - maybe assembly of a new production line, reengineering of a supply chain or managing the change of a business process due to new market constraints. Alterations naturally come at a price, thus, testing the consequences by implementation is nearly always infeasible. To lessen the cost of change, transformations can be analyzed using digital twins - by modelling real world machinery, work pieces and processes, then simulating them and their interaction. The authors present a possibility to implement digital twins in arbitrary magnitude and level of detail. A web based specification and simulation environment allows for modelling both high-level business processes and field level as well as activities across companies' borders, comprising everything between.;0;2019;6
J;"Horvathova, M; Lacko, R; Hajduova, Z";Using Industry 4.0 Concept - Digital Twin - to Improve the Efficiency of Leather Cutting in Automotive Industry;"cloud computing; Internet of Things; efficiency; big data; Industry 4.0; sustainability";Purpose: The aim of this study is to propose alternatives of increasing the efficiency of material selection and processing in the selected company and reduce costs and leather sustainability as a result. Methodology/Approach: In this case study, an automotive company processing a natural leather material that enters the process of a large-scale production was explored. For this purpose, the internal documents of the firm selected including its internal database and know-how of its employees were used. The ways of improving the efficiency of the material processing were proposed and tested in a digital environment. In the proposed solutions, Industry 4.0 principles were implemented. Findings: By the use of Digital twin and other Industry 4.0 principles and solutions in the process of material selection and processing in the company selected, the increased efficiency and cost savings were achieved. Research Limitation/implication: The solutions proposed in this paper were based on exploration of the chosen data set of the selected company. For the future research, testing of the given proposals in other companies should be conducted. Originality/Value of paper: Although there is an increasing number of publications describing the concept Industry 4.0, the research providing evidence of its benefits for business entities is still scarce. This paper offers such a research in the enterprise selected. Category: Case study;0;2019;12
S;"Martins, A; Costelha, H; Neves, C";Shop Floor Virtualization and Industry 4.0;"Virtualization; Simulation; Industry 4.0; OPC UA; RobotStudio";This paper addresses one of the key components in today's industrialization approach: virtualization. The work describes the virtualization of a typical production process, the digital twin in the scope of Industry 4.0, involving different devices, such as robotic arms, conveyors, automatic warehouses and vision systems. It includes both legacy and recent equipment, with different characteristics and communication capabilities, ranging from RS232 serial communication to TCP/IP-based communication, or even I/O-based interaction for devices with no communication capabilities. The developed approach aims at industrial implementations, while allowing for educational purposes. For a standardized approach, the OPC UA protocol is used for high-level communication between the various systems. Several results are described showing the success of the methodology and application.;0;2019;6
S;"Shkarupeta, EV; Narolina, TS; Nekrasova, TA; Khmeleva, GA";HIGH GROWTH INDUSTRIAL COMPANIES AS THE MAIN AGENTS FOR BREAKTHROUGH DEVELOPMENT;"Digital transformation; technological leap; breakthrough development; High Growth Firms";"Amid the Fourth industrial revolution not only is the list of cross-cutting technologies changing but also the way of thinking and methodological approaches to the development of scenarios of the leap are fundamentally transforming. It is rather obvious that actively restoring industry will become one of the main drivers of the economic growth in Russia in the nearest future. Promising high growth industrial companies that have the highest leadership potential both in the Russian and the global market will become the main agent for breakthrough development in these conditions. They are national private hightech export-oriented companies, leaders in terms of development and potential participants of transnational companies basing in Russia. On the base of ""TechSuccess"" rating, 62 such companies were selected in 2016-2017. In 2018 it is planned to select another 30 companies. Despite the fact that currently the program ""Digital economy of the Russian Federation"", Strategy of scientific and technological development of the Russian Federation, National Technological Initiative have been approved, road maps have been developed, the program ""Digital industry"" is being prepared, top-priority project ""National champions"" is being implemented and the rating TechSuccess is being calculated, it must be admitted that there are no particular mechanisms and scenarios of implementation of breakthrough development in top-priority sectors of industry. (c) 2019 Published by Future Academy www.FutureAcademy.org.UK";0;2019;6
S;"Anisimov, YP; Zhuravlev, YV; Shkarupeta, EV; Khmeleva, GA";BREAKTHROUGH TECHNOLOGICAL DEVELOPMENT OF INDUSTRIAL ENTERPRISES AMID DIGITAL TRANSFORMATION;"Breakthrough development; technologies; cross-cutting technologies; scaleups; nation champions";The relevance of the research topic can be attributed to modern realities where production processes and finished products are becoming more complicated and all engineering, technical and technological competencies are rapidly becoming obsolete. To guarantee global competitiveness, industrial complexes have to undergo breakthrough development, carry out technological jump, ensure extremely short development cycles, low prices and high quality of the product. In order to meet these requirements, a global digital transformation of economy into digital economy and of high-tech industry into digital industry is going on in the world. These phenomena of the forth industrial revolution affect Russia and its high-tech and science-based industry in full and form frontiers within which industrial complexes will work in the foreseeable future. Economy digitalization presents new possibilities for the industry, in particular, in processing sectors and a service sector related to them, as well as possibilities for transformation of production processes and business models and for improved economic growth in the medium and long term. Significant progress has been achieved in many developing technologies such as the Internet of things, big data, cloud computing technologies, artificial intelligence, robotic technologies, industrial production based on additive technologies, new materials, augmented reality, nanotechnologies and biotechnologies. Technological developments like that allow for smart manufacturing, customization, co-production and introduction of other new production methods and business models. However, this new environment also causes problems for enterprises, workers, consumers, governments and other parties concerned. (c) 2019 Published by Future Academy www.FutureAcademy.org.UK;0;2019;8
J;"Qi, QL; Tao, F";A Smart Manufacturing Service System Based on Edge Computing, Fog Computing, and Cloud Computing;"Cloud computing; digital twin; edge computing; fog computing; hierarchical architecture; smart manufacturing";The state-of-the-art technologies in new generation information technologies (New IT) greatly stimulate the development of smart manufacturing. In a smart manufacturing environment, more and more devices would be connected to the Internet so that a large volume of data can be obtained during all phases of the product lifecycle. Cloud-based smart manufacturing paradigm facilitates a new variety of applications and services to analyze a large volume of data and enable large-scale manufacturing collaboration. However, different factors, such as the network unavailability, overfull bandwidth, and latency time, restrict its availability for high-speed and low-latency real-time applications. Fog computing and edge computing extended the compute, storage, and networking capabilities of the cloud to the edge, which will respond to the above-mentioned issues. Based on cloud computing, fog computing, and edge computing, in this paper, a hierarchy reference architecture is introduced for smart manufacturing. The architecture is expected to be applied in the digital twin shop floor, which opens a bright perspective of new applications within the field of manufacturing.;0;2019;9
S;"Jain, P; Singh, JP; Panda, SK";Fault remediation for distributed photovoltaic (PV) system;"Fault tolerance; fault remediation; photovoltaic (PV) system; power converters; state estimation";Distributed and decentralized power electronics-based rooftop and building integrated photovoltaic (PV) systems are vulnerable to a variety of faults which are difficult to scan and rectify manually. This paper presents design, analysis and experimental validation of online fault remediation strategies in those PV systems. The remediation analysis and design depend not only on a fault type but also on the power conversion architecture of a PV system. The remediation for common failure modes in a typical PV power conversion architecture is proposed. The remediation strategies include minimum additional hardware (e.g. a bypass power semiconductor switch) for power converter switch failures and soft sensors (i.e. digital twin estimators) for electrical sensor failures. To validate these strategies, a laboratory prototype of a 300 W fault-tolerant dc-dc buck-boost converter is built. The converter has a fault-tolerant power stage and it hosts fault diagnosis, prognosis, and reconfigurable control on an FPGA device. The experimental results show significant increase in system output power (thus dependability) after proposed fault remediation is applied amid faulted scenarios such as switch and sensor faults in a distributed power converter.;0;2019;8
B;"Song, EY; Burns, M; Pandey, A; Roth, T";IEEE 1451 Smart Sensor Digital Twin Federation for IoT/CPS Research;"CPS; Digital Twin; Federate; Federation; High Level Architecture; IoT; IEEE 1451; IEEE 1516; Smart Sensor";Cyber-physical systems (CPS) are smart systems that include engineered, interacting networks of physical and cyber components. CPS are concerned with the collaborative and interactive activities between cyber and physical components through sensing and actuation. The Institute of Electrical and Electronics Engineers (IEEE) 1451, a family of smart transducer interface standards, defines a set of open, common, network-independent communication interfaces for smart transducers (sensors or actuators) to achieve sensor data interoperability between cyber and physical components of CPS. The IEEE 1516 high-level architecture (HLA) is a standard for the modeling and simulation of distributed, heterogeneous processes. CPS experimentation often requires the integration of different domain-specific simulation tools into a common platform using a method called co-simulation. In order to facilitate a wide range of CPS simulations and experiments, the National Institute of Standards and Technology (NIST) has developed a universal CPS environment for federation (UCEF), which is a toolset for designing and implementing federated, collaborative, and interactive experiments for CPS using HLA. This paper introduces an IEEE 1451 smart sensor digital twin federation, which has been developed using UCEF. The digital twin is a digital simulator or digital replica of a real IEEE 1451 smart sensor. The digital twin emulates both desired, non-linear behaviors and failure modes to simulate a real sensor in the field. This federation consists of three federates: an IEEE 1451 smart sensor digital twin federate (DTF), an IEEE 1451 digital twin tester federate (DTTF), and a federation experiment manager. In this federation, the DTTF can communicate with the DTF via HLA interactions that represent IEEE P1451.1 request and response messages. One federated experiment using three instances of IEEE 1451 digital twins is described in detail and the experimental results are provided in this paper. This federation provides a foundation for CPS research and experiments in the NIST CPS testbed.;0;2019;6
J;"Longo, F; Nicoletti, L; Padovano, A";Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance;"Industry 4.0; Human-centric Industrial Internet; Smart Factory; Ubiquitous Knowledge; Service-oriented Digital Twin";"While the Industry 4.0 is idolizing the potential of an artificial intelligence embedded into ""things"", it is neglecting the role of the human component, which is still indispensable in different manufacturing activities, such as a machine setup or maintenance operations. The present research study first proposes an Industrial Internet pyramid as emergent human-centric manufacturing paradigm within Industry 4.0 in which central is the role of a Ubiquitous Knowledge about the manufacturing system intuitively accessed and used by the manufacturing employees. Second, the prototype of a Service-oriented Digital Twin, which leverage on a flexible ontology-oriented knowledge structure and on augmented reality combined to a vocal interaction system for an intuitive knowledge retrieval and fruition, has been designed and developed to deliver this manufacturing knowledge. Two test-beds, complimentary for the problems in practice (the former on the maintenance-production interface in a large enterprise, the latter majorly focused in production and setups in a small and medium enterprise), show the significant benefits in terms of time, costs and process quality, thus validating the approach proposed. This research shows that a human-centric and knowledge-driven approach can drive the performance of Industry 4.0 initiatives and lead a Smart Factory towards its full potential. (C) 2019 Elsevier Ltd. All rights reserved.";0;2019;16
J;"Labisch, D; Leingang, C; Lorenz, O; Oppelt, M; Pfeiffer, BM; Pohmer, F";Evolution of a digital twin using the example of an ethylene plant Concept and realization;"digital twin; simulation; steam cracker";The article describes a concept for development and integrated use of a digital twin over the complete life-cycle of a process plant. Various aspects of a digital twin are defined and described. Possible benefits of a digital twin in successive phases of its life-cycle are discussed in detail. The concept is realized in the form of a demonstrator using the example of a steam cracker for ethylene production.;0;2019;15
J;"Stark, R; Fresemann, C; Lindow, K";Development and operation of Digital Twins for technical systems and services;"Digital Twin; Information factory; Dimensions of Digital Twins; Digital Twin design elements";Digital Twins are new solution elements to enable ongoing digital monitoring and active functional improvement of interconnected products, devices and machines. In addition, benefits of horizontal and vertical integration in manufacturing are targeted by the introduction of Digital Twins. Using the test environment of smart factory cells, this paper investigates methodological, technological, operative, and business aspects of developing and operating Digital Twins. The following Digital Twin dimensions are considered in scientific and application oriented analysis: (1) integration breadth, (2) connectivity modes, (3) update frequency, (4) CPS intelligence, (5) simulation capabilities, (6) digital model richness, (7) human interaction, and (8) product lifecycle. From this, design elements for the development of Digital Twins are derived and presented. (C) 2019 Published by Elsevier Ltd on behalf of CIRP.;0;2019;4
J;"Guivarch, D; Mermoz, E; Marino, Y; Sartor, M";Creation of helicopter dynamic systems digital twin using multibody simulations;"Simulation; Dynamics; Digital twin";This paper presents a new approach to develop digital twins of helicopter dynamic systems. Helicopter industries attach growing attention to the development of digital twins to be more predictive of mechanical parts lifetime. The number of sensors available to measure loads during flights is limited. Complementary simulations are necessary to compute all the loads that the mechanical parts undergo. A new process is described to build these simulations fed with flights data records. Complexity of helicopters dynamics systems leads to create several local models of subsystems using a multibody dynamic formalism. A study focused on a swashplate rotor assembly is presented to illustrate this approach, including a new model of bearing and its validation based on bench tests. (C) 2019 Published by Elsevier Ltd on behalf of CIRP.;0;2019;4
J;"Bilberg, A; Malik, AA";Digital twin driven human-robot collaborative assembly;"Man-machine system; Robot; Digital twins";This paper discusses an object-oriented event-driven simulation as a digital twin of a flexible assembly cell coordinated with a robot to perform assembly tasks alongside human. The digital twin extends the use of virtual simulation models developed in the design phase of a production system to operations for real-time control, dynamic skill-based tasks allocation between human and robot, sequencing of tasks and developing robot program accordingly. The methodology combines lean methods of manual assembly in human-robot collaboration paving path towards flexible human-robot work teams. The study is validated with an industrial case study involving dexterous assembly tasks. (C) 2019 Published by Elsevier Ltd on behalf of CIRP.;0;2019;4
B;"Kritzler, M; Hodges, J; Yu, D; Garcia, K; Shukla, H; Michahelles, F";Digital Companion for Industry Artificial meets human intelligence;"Digital Companion; Digital Twin; Cognitive Agent; Semantic Technologies; Human Machine Interaction";The industrial domain offers a high degree of standardization, a variety of very specialized use cases, and an abundance of resources. These characteristics provide perfect conditions for Digital Companion systems. A Digital Companion is a cognitive agent that assists human users by taking on three roles: as guardians, assistants or mentors, and partners. This paper describes the characteristics, conceptual architecture, use cases and open challenges regarding Digital Companions for industry.;0;2019;5
B;"Chhetri, SR; Faezi, S; Canedo, A; Al Faruque, MA";QUILT: Quality Inference from Living Digital Twins in IoT-Enabled Manufacturing Systems;"Digital Twin; Smart Manufacturing; Internet-of-Things; Machine Learning";A Digital twin is the virtual replica of a physical system. Digital twins are useful because they provide models and data for design, production, operation, diagnostics, and prognostics of machines and products. Traditionally, building a digital twin requires many built-in sensors to monitor various physical phenomena associated with cyber-physical systems such as vibration, energy consumption, etc. However, many legacy manufacturing systems do not have multi-physics sensors built-in by default. Moreover, it might not be feasible to intrusively place sensors in these systems after they are manufactured. To bring the advantages of digitalization to legacy manufacturing systems, this paper contributes with an Internet-of-Things (IoT) based methodology to build digital twins using an indirect medium such as side-channels, which can localize anomalous faults and infer the quality of the products being manufactured while keeping itself up-to-date. We achieve this by exploring and utilizing the side-channels (emissions such as acoustics, power, magnetic, etc.) of the system that unintentionally reveal the cyber and physical state of the system. To validate our methodology, in this paper, we focus on building a digital twin model of a Fused-Deposition Modeling (FDM) based Cartesian additive manufacturing system. The proposed methodology achieves 83.09% accuracy in anomaly localization. To the best of our knowledge, this is the first work demonstrating the possibility of modeling and maintaining a living digital twin of a manufacturing system by extracting information from the side-channels using low-end IoT sensors.;0;2019;12
S;"Teslya, N; Ryabchikov, I";Ontology-Based Semantic Models for Industrial IoT Components Representation;"Socio-cyberphysical system; Industry 4.0; Industrial IoT; Digital twin; Ontology model";The concept of Industry 4.0 is related to the transition of the industry to new ways of production organizing. New technologies provide basis for creating socio-cyberphysical systems for production also known as smart factories. The main components of smart factories are smart objects, including machines (production robots), people, software services, processed materials and manufactured products. Their interaction requires a model of each component also known as digital twin that reflects the properties of real object in virtual world and could be processed by other components. The paper proposes to use ontologies to develop the model for each type of objects. Five main ontologies for components and two additional is developed to describe production process. In addition, the interrelations between the developed ontologies is described.;0;2019;10
B;"Geiger, S; Schall, D; Meixner, S; Egger, A";Process Traceability in Distributed Manufacturing using Blockchains;"Distributed manufacturing; blockchain; process traceability";This paper introduces a novel Machine Sharing Economy (MSE) approach to support machine owners in sharing idle machine capacities by means of a marketplace. Manufacturing networks and supply chains are thus no longer static and driven by long-term agreements, but rather dynamic and time-bound. In such distributed manufacturing systems, it is important to keep track of the operations that have been performed, including relevant production information such as the actual machines performing a task, tools, and their parameters. We propose a tamper-proof blockchain-based framework to close the feedback cycle by emitting relevant events of the production process and storing process values in the blockchain. This paper describes the overall architecture of the system including a detailed discussion how the feedback cycle for distributed manufacturing systems has been realized using blockchains. In addition, we perform an empirical validation at a real-world digital factory and present our lessons learned.;0;2019;4
B;"Shangguan, DS; Chen, L; Ding, JW";A Hierarchical Digital Twin Model Framework for Dynamic Cyber-Physical System Design;"CPS; Complex System; Digital Twin; Modeling&Simulation; Industrial Robot";Cyber-physical system (CPS) is a new trend in the complex system related research works, where network connectivity enhances computing power and systemic behavior emerges through the competition, interaction, collaboration and integration among individual interweaving, which consists of real-time monitoring, data management, physical feedback control. From this perspective, CPS is a dynamic entity with rich functions. However, designers may encounter a difficult situation, in which subsequent dynamic changes of the system are discussed and appropriate functionalities are added in the early design phase. Since the digital twin is the digital duplicate of the physical entity, it can dynamically evolve following the product life cycle. In this paper, we propose a hierarchical digital twin model framework for CPS design. In the light of digital twin concept, the hierarchical high-level models facilitate storage of information from the entire product life cycle. Finally, an industrial robot application is presented to demonstrate the efficacy of the model framework.;0;2019;7
J;"Palmer, KA; Bollas, GM";Optimal Sensor Selection for Active Fault Diagnosis using Test Information Criteria;"Active Fault Diagnosis; Fault Isolation; Classification; Optimal Experiment Design; Information Criterion";A method for the optimal selection of sensors in active fault detection and isolation tests is presented. The usefulness of test information is improved using parametric sensitivities derived by a digital twin of the system. In this model-based approach, inputs are manipulated to maximize output sensitivities with respect to faults and minimize the joint confidence region between faults and other uncertain parameters. Two criteria are used to select optimal sensors based on information theory. The optimal selection is dependent on measurement precision, as shown in a case study of a virtual three-tank system subject to multiple faults. (C) 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.;0;2019;6
S;"Butean, A; Olescu, ML; Tocu, NA; Florea, A";Improving Training Methods for Industry Workers though AI Assisted Multi-Stage Virtual Reality Simulations;"Industry 4.0; Virtual Reality; Training; Artificial Intelligence";For industry workers in the manufacturing space, the most time-consuming and less-productive process is represented by the multitude of training stages. For each new process / module / change in the manufacturing flow, there is a need for another customized training stage. For demanding industries (automotive, toys factories, household appliances, etc.) where customization is the key to sell more products, the time spent for preparing, designing and training people for new scenarios represents an important parameter that influences the production cycle efficiency. The current paper presents a solution to improve the measured performance on a new custom given task added to an existing scenario, using a multi-stage virtual reality (VR) simulator. The simulator acts as a digital twin for a physical testbed that offers 20+ parts to build the end product. To prove the performance of the solution, the first experiment uses a realistic multi-layered toy car as the end product. Both activities (real and virtual) are favoring the exploration of the building process, allowing the user (trainee) to discover multiple solutions that should lead to the same final result. The course of actions is supervised by an adaptive AI algorithm that compares the progress made by previous attempts (successful or not) with the ongoing attempt of a user and offers real-time guidance. Aside from using a gamified lego-like experience, the described approach contributes to the training process by offering personalized contextual suggestions, advices and tips. The article contains a serious state of the art study, current version specifications and objectives, details regarding the architecture of the solution, development components, results, comparative experimental tests and conclusions.;0;2019;7
S;"Shi, YW; Xu, J; Du, WJ";Discussion on the New Operation Management Mode of Hydraulic Engineering Based on the Digital Twin Technique;;With the rapid social development, water conservancy develops an increasingly important role on improving people's life. Meanwhile, proposal of the digital twin technique arouses the extensive attention of people. In this thesis, the author analyzes its existing problems according to development situations of hydraulic engineering operation management and proposes an idea to apply the digital twin technique to hydraulic engineering operation management, hoping to realize intelligent hydraulic engineering operation, accurate control and reliable operation and maintenance, improve hydraulic engineering operation management level, and provide reference for further development of China's hydraulic engineering.;0;2019;5
S;Ruzsa, C;INDUSTRY 4.0-EXPECTED TECHNOLOGICAL IMPACTS ON COMPANIES;"Industry 4.0; regional development; artificial intelligence; robotization; digital twin; smart factory";Due to digitalization, we can see numerous business territories where the companies have to face up to new digital challenges. One of the most significant changes is going through in the manufacturing sector. This already ongoing phenomenon is usually called Industry 4.0. The purpose of this paper is to analyze and understand the main challenges resulting from Industry 4.0. in Central European countries, including Hungary. We can see that significant technological and labor challenges that companies have to face up to due to new solutions based on robotization and artificial intelligence solutions. The main aim to define in the transformation process how a company has to change its business activities with respect to the main technological challenges. The labor market aspects have already been elaborated in a previous paper. We also have to take into consideration and analyze that companies can only reply to the challenges if they also transform their business operations. The changes will not only influence the operations of one company, but also the way how markets will operate. The object of the research is to define and analyze the scope and size of the main groups of technology-driven challenges that companies have to face up to due to the Industry 4.0 phenomenon. Tasks of the research is to define key technological elements of Industry 4.0 phenomenon. I also summarize how companies in Hungary are preparing to meet these challenges. I also hint at Hungarian governmental initiatives to assist companies gain capabilities to introduce Industry 4.0 processes. The paper is based on analyzing corporate reports, interviews with company managers and literature survey as research method. The results of a questionnaire survey among Hungarian manufacturing companies to assess the prevalence and the use of IoT devices, and assess uncertainty towards them are also incorporated. Nearly 500 production and logistics companies were involved. In addition, economic institutions and the major advisory firms provide economic reports on these expected changes are also summarized. As mentioned above, not only impacts on the business process, but the expected changes in the labor market should also be reviewed.;0;2019;12
J;"Reimann, J; Sziebig, G";The Intelligent Factory Space - A Concept for Observing, Learning and Communicating in the Digitalized Factory;"Cyber-physical systems; industrial cyber-physical systems; flexible manufacturing systems; intelligent shopfloor; connectivity; interoperability";The current and most important request for industrial automation is from Small and Medium-sized Enterprisess (SMEs). This is due to the fact that the SMEs need to increase their competitiveness to withstand the trend of outsourcing to low-cost countries. However, there are good examples of the strong competitiveness of the European SMEs, when they are able to utilize industrial automation for repetitive work, while utilizing the human labor for tasks requiring human skills, like sensing, flexibility, and cognitive skills. The Intelligent Factory Space (IFS) concept represents a framework for interaction between human and an automated system (digital factory). The IFS is composed of multiple layers (representing different services for the human user) and many modular components, which can be extended to the users' requirements. The IFS relies on industrial standards to communicate with existing machines while using novel two-way communication possibilities to feedback to the human user. In this paper, the general concept for the IFS is presented along with a reference implementation, where the concept is implemented in the situation of the human-robot collaboration.;0;2019;10
J;"Verner, I; Cuperman, D; Gamer, S; Polishuk, A";Training Robot Manipulation Skills through Practice with Digital Twin of Baxter;"Virtual twin; Baxter; robot manipulations; first-year students";This study explores an opportunity to engage first-year engineering students in practice with a modern industrial robot Baxter and provides training in spatial skills. We developed a laboratory exercise in which the students operate the robot to perform spatial manipulations of objects. We implemented the exercise on a digital twin of Baxter in the Gazebo virtual environment. The digital twin was calibrated to mimic the physical properties of the Baxter and correctly simulate its spatial manipulations with oriented cubes. The exercise was delivered to a class of 25 students as part of the robotics workshop in the Introduction to Industrial Engineering course. We administered a post-workshop questionnaire with focus on the analysis of the learning outcomes and students' spatial difficulties. The students noted that the workshop and particularly the exercise effectively exposed them to industrial robotics and raised their spatial awareness in robot operation.;0;2019;13
S;"Breckle, T; Kiesel, M; Kiefer, J; Beisheim, N";The evolving digital factory - new chances for a consistent information flow;"Digital factory; AutomationML; Concept planning; Virtual commissioning";Within product development process data and information management is an essential task. Data and information are generated at every stage of this process and stored in software tools used to generate that data. For large scale manufacturing systems this leads to manual work, which is error-prone. This issue intensifies due to increasing influence of computer science on those systems (e.g. Industrie 4.0), leading to a rise of complexity. New approaches are needed for a better information flow. This contribution introduces an approach of an evolving Digital Factory containing and visualizing all generated information based on an open standard meta model. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
S;"Biesinger, F; Meike, D; Krass, B; Weyrich, M";A digital twin for production planning based on cyber-physical systems: A Case Study for a Cyber-Physical System-Based Creation of a Digital Twin;"Digital twin; Body-in-white production systems; Cyber-physical system; Production planning; Integration planning";The increasing change of production leads to differences between the current shop floor and the state of planning This difference causes significant challenges for production planners while integrating new products into existing production systems. To tackle this issue, this paper presents a concept for the automated creation of a digital twin of a body-in-white production system based on current resources, products as well as process information from the cyber-physical system. The paper focuses on the different data sources and information in cyber-physical systems necessary for integration planning Furthermore, major parts of the concept are evaluated in a real body-in-white production system. The resulting digital twin enables faster product integration and Industry 4.0 concepts. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
S;"Jung, T; Weyrich, M";"Synchronization of a ""Plug-and-Simulate""-capable Co-Simulation of Internet-of-Things-Components";"Internet fo Things systems; Co-simulation; Agent-based modelling; Synchronization; Digital Twin";Modem production systems often form Internet-of-Things-systems (IoT). Because of the flexibility those systems are dynamic, meaning the entering of components during runtime, and heterogeneous. For the simulation of such systems, those challenges of dynamic and heterogeneity have to be met by a dynamic co-simulation. An important aspect of a co-simulation is the synchronization of the used simulations. In this contribution, challenges of synchronizing a co-simulation of IoT-systems are introduced and existing co-simulation synchronization concepts examined with regard to their usability for simulating IoT-systems. Afterwards a synchronization concept is presented, which can be used in the presented agent-based co-simulation concept. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
S;"Scheifele, C; Verl, A; Riedel, O";Real-time co-simulation for the virtual commissioning of production systems;"real-time co-simulation; hardware-in-the-loop simulation; virtual commissioning; digital twin; virtual CNC; physics-based simulation";During virtual commissioning, the real control technology is put into operation in advance using a model-based digital twin of the production system. The growing demands on the significance of digital twins result in the need for higher model depths and model scopes of the behavior models used. However, new approaches to enhance the usable computing power in a real-time simulation are required. This paper presents a real-time co-simulation platform for virtual commissioning. The platform includes the integration of powerful technology-specific simulation solutions based on integration interfaces and a real-time co-simulation architecture based on partitioning, parallelization, synchronization and data exchange mechanisms. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
S;"Modoni, GE; Caldarola, EG; Sacco, M; Terkaj, W";Synchronizing physical and digital factory: benefits and technical challenges;"Digital twin; Physical twin; Virtual factory; Synchronization";The Digital Twin is a representation of characteristics and behavior of a factory according to various levels of detail and the scope it addresses. Its full range of capabilities can be exploited when it is synchronized with the real world. Indeed, in this case, it can be used to mirror the real operating conditions for simulating the real-time behavior, and thus forecasting factory performances. However, we are still far from its large-scale diffusion. The purpose of this work is to analyze both the major challenges that still have to be faced and some potential solutions for each of the identified challenges. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
S;"Okita, T; Kawabata, T; Murayama, H; Nishino, N; Aichi, M";A new concept of digital twin of artifact systems: synthesizing monitoring/inspections, physical/numerical models, and social system models;"Resilience; Plasticity; Cyber space; Molecular model; Structural mechanics model; Social system model";We propose an advanced digital twin of artifact systems (DTAS) in which physical and numerical models of structural materials at several length scales are constructed and integrated, while monitoring and inspection data are used as input parameters. As DTAS can reproduce the current state of structural materials and predict their degradation, it can improve the resilience and give plasticity to artifact systems. The proposed DTAS contains social system models that surround the artifact systems, and address the entire product lifecycle. A portion of the results related to inspection technique is described as one of the essential components to complete DTAS. (C) 2019 The Authors. Published by Elsevier B.V.;0;2019;6
B;"Fisher, CR; Nahshon, K; Sinfield, MF; Kihl, D";Integrated Computational Materials Engineering (ICME) techniques to enable a materials-informed digital twin prototype for marine structures;;Residual stress from material processing and fabrication can severely degrade structural performance over a ship's lifecycle. However, the evolution of residual stress distribution throughout the shipbuilding process is not well understood. Integrated Computational Materials Engineering (ICME) techniques enable linking disparate software codes across multiple length scales, thereby facilitating simulation of the entire material lifecycle - from material processing to fabrication to structural performance. This project is pairing computational simulation with physical measurement for verification and validation (V&V) of the linked finite-element analysis (FEA) tools. The linked FEA tools enable simulation of representative marine structures. Concurrently, the residual stress in an analogous physical structure will be measured through each step of the fabrication process: incoming plate, edge-prep, fit-up, welded assembly, and post-fatigue testing. The effort will follow specific areas within the component to understand the effects of fabrication and testing on residual stress magnitude and distribution. This fabrication-cycle material information is essential to understand the initial state of marine structures as the industry moves towards a digital twin prototype standard. This project seeks to establish the first linkage of welded fabrication and structural performance.;0;2019;5
B;"Schirmann, M; Collette, M; Gose, J";Ship motion and fatigue damage estimation via a digital twin;;A digital twin is a dynamic virtual representation of a physical system that may be used to provide support for life-cycle management decisions. Fundamental exploration of algorithms and approaches to link, compare, and fuse numerical models used in digital twins with real-world sensor data is still needed for ship performance prediction, condition assessment, and ultimately, significant implementation of digital twin technology in the marine industry. In this work, a preliminary digital twin framework for surface ships has been developed to yield time-and-place specific predictions of vessel motions and structural responses given weather forecast or hindcast data for a selected route. Cumulative fatigue damage was predicted and compared for four simulated routes in the Pacific Ocean, and the predicted motions for the simulation with the greatest fatigue damage were analyzed to investigate the possible causes of this increased damage. The notable increase in cumulative damage seen for this route stresses the importance of the ability to track and balance fatigue damage among ships in a fleet. Moreover, this information would further support educated maintenance and deployment scheduling decisions to ensure fatigue damage equality among ships in a fleet, while real-time implementation of this digital twin technology would furnish operators with a greater understanding of a weather forecast's implications, and thereby provide in-mission decision support.;0;2019;8
